species,length,weight,w_l_ratio
Polynemus paradiseus,13.55,3.65,0.27
Polynemus paradiseus,11.74,3.69,0.31
Polynemus paradiseus,11.7,3.61,0.31
Polynemus paradiseus,12.68,3.8,0.3
Polynemus paradiseus,11.78,3.84,0.33
Polynemus paradiseus,15.91,3.79,0.24
Polynemus paradiseus,13.69,3.59,0.26
Polynemus paradiseus,11.82,3.73,0.32
Polynemus paradiseus,14.98,3.67,0.24
Polynemus paradiseus,14.0,3.78,0.27
Polynemus paradiseus,15.52,3.95,0.25
Polynemus paradiseus,14.4,3.7,0.26
Polynemus paradiseus,15.72,3.68,0.23
Polynemus paradiseus,13.49,3.65,0.27
Polynemus paradiseus,12.4,4.09,0.33
Polynemus paradiseus,12.67,3.66,0.29
Polynemus paradiseus,14.75,3.83,0.26
Polynemus paradiseus,14.83,3.99,0.27
Polynemus paradiseus,13.17,4.0,0.3
Polynemus paradiseus,14.19,3.76,0.26
Polynemus paradiseus,13.92,3.79,0.27
Polynemus paradiseus,10.77,3.63,0.34
Polynemus paradiseus,13.04,3.78,0.29
Polynemus paradiseus,12.05,3.67,0.3
Polynemus paradiseus,15.11,3.75,0.25
Polynemus paradiseus,11.4,3.86,0.34
Polynemus paradiseus,10.2,3.88,0.38
Polynemus paradiseus,13.5,3.76,0.28
Polynemus paradiseus,14.16,3.82,0.27
Polynemus paradiseus,15.37,3.88,0.25
Polynemus paradiseus,13.54,3.7,0.27
Polynemus paradiseus,15.78,3.75,0.24
Polynemus paradiseus,11.42,3.73,0.33
Polynemus paradiseus,13.77,3.56,0.26
Polynemus paradiseus,12.26,3.84,0.31
Polynemus paradiseus,11.23,3.68,0.33
Polynemus paradiseus,11.56,3.84,0.33
Polynemus paradiseus,12.64,3.75,0.3
Polynemus paradiseus,12.53,3.85,0.31
Polynemus paradiseus,16.15,3.62,0.22
Polynemus paradiseus,10.96,3.84,0.35
Polynemus paradiseus,14.93,3.8,0.25
Polynemus paradiseus,10.5,3.82,0.36
Polynemus paradiseus,10.06,3.42,0.34
Polynemus paradiseus,12.92,3.59,0.28
Polynemus paradiseus,12.55,3.77,0.3
Polynemus paradiseus,10.78,3.8,0.35
Polynemus paradiseus,11.06,3.71,0.34
Polynemus paradiseus,12.74,3.89,0.31
Polynemus paradiseus,13.67,3.81,0.28
Polynemus paradiseus,9.91,3.86,0.39
Polynemus paradiseus,12.91,3.9,0.3
Polynemus paradiseus,11.45,3.89,0.34
Polynemus paradiseus,10.61,3.88,0.37
Polynemus paradiseus,10.88,3.74,0.34
Polynemus paradiseus,15.28,3.65,0.24
Polynemus paradiseus,11.76,3.76,0.32
Polynemus paradiseus,10.24,3.7,0.36
Polynemus paradiseus,13.21,3.75,0.28
Polynemus paradiseus,13.99,3.74,0.27
Polynemus paradiseus,11.64,3.63,0.31
Polynemus paradiseus,13.25,3.87,0.29
Polynemus paradiseus,13.56,3.81,0.28
Polynemus paradiseus,13.0,3.67,0.28
Polynemus paradiseus,13.92,3.61,0.26
Polynemus paradiseus,11.76,3.75,0.32
Polynemus paradiseus,12.9,3.91,0.3
Polynemus paradiseus,15.79,3.88,0.25
Polynemus paradiseus,14.27,3.84,0.27
Polynemus paradiseus,16.1,3.81,0.24
Polynemus paradiseus,13.31,3.62,0.27
Polynemus paradiseus,12.06,3.72,0.31
Polynemus paradiseus,12.82,3.88,0.3
Polynemus paradiseus,12.89,4.08,0.32
Polynemus paradiseus,14.33,3.72,0.26
Polynemus paradiseus,13.75,3.93,0.29
Polynemus paradiseus,10.52,3.96,0.38
Polynemus paradiseus,13.12,3.91,0.3
Polynemus paradiseus,11.7,3.76,0.32
Polynemus paradiseus,15.39,3.88,0.25
Polynemus paradiseus,11.64,3.52,0.3
Polynemus paradiseus,12.68,3.7,0.29
Polynemus paradiseus,14.15,3.81,0.27
Polynemus paradiseus,13.64,3.87,0.28
Polynemus paradiseus,11.2,3.88,0.35
Polynemus paradiseus,12.91,3.86,0.3
Polynemus paradiseus,11.12,3.82,0.34
Polynemus paradiseus,12.67,3.94,0.31
Polynemus paradiseus,14.51,3.69,0.25
Polynemus paradiseus,10.65,3.7,0.35
Polynemus paradiseus,12.29,3.83,0.31
Polynemus paradiseus,15.11,3.69,0.24
Polynemus paradiseus,12.14,3.74,0.31
Polynemus paradiseus,15.04,3.79,0.25
Polynemus paradiseus,13.16,3.84,0.29
Polynemus paradiseus,14.19,3.89,0.27
Polynemus paradiseus,14.3,3.72,0.26
Polynemus paradiseus,13.33,3.58,0.27
Polynemus paradiseus,14.02,3.76,0.27
Polynemus paradiseus,10.51,3.57,0.34
Polynemus paradiseus,11.44,3.85,0.34
Polynemus paradiseus,12.59,3.77,0.3
Polynemus paradiseus,12.09,3.6,0.3
Polynemus paradiseus,15.09,3.7,0.25
Polynemus paradiseus,10.35,3.72,0.36
Polynemus paradiseus,11.22,3.7,0.33
Polynemus paradiseus,14.12,3.73,0.26
Polynemus paradiseus,11.89,3.81,0.32
Polynemus paradiseus,10.43,3.63,0.35
Polynemus paradiseus,12.27,3.89,0.32
Polynemus paradiseus,14.72,4.03,0.27
Polynemus paradiseus,15.5,3.71,0.24
Polynemus paradiseus,15.22,3.72,0.24
Polynemus paradiseus,12.37,3.51,0.28
Polynemus paradiseus,15.56,3.77,0.24
Polynemus paradiseus,13.0,3.84,0.3
Polynemus paradiseus,10.87,3.67,0.34
Polynemus paradiseus,12.93,4.11,0.32
Polynemus paradiseus,12.88,3.73,0.29
Polynemus paradiseus,12.77,3.71,0.29
Polynemus paradiseus,12.92,3.96,0.31
Polynemus paradiseus,11.85,3.92,0.33
Polynemus paradiseus,14.9,3.77,0.25
Polynemus paradiseus,13.17,3.78,0.29
Polynemus paradiseus,13.18,3.77,0.29
Polynemus paradiseus,12.13,3.73,0.31
Polynemus paradiseus,12.04,3.76,0.31
Polynemus paradiseus,9.7,3.57,0.37
Polynemus paradiseus,14.94,4.02,0.27
Polynemus paradiseus,13.55,3.67,0.27
Polynemus paradiseus,10.89,3.49,0.32
Polynemus paradiseus,13.82,3.84,0.28
Polynemus paradiseus,15.78,3.9,0.25
Polynemus paradiseus,14.77,4.01,0.27
Polynemus paradiseus,11.25,3.76,0.33
Polynemus paradiseus,10.87,3.8,0.35
Polynemus paradiseus,11.36,3.9,0.34
Polynemus paradiseus,12.96,3.59,0.28
Polynemus paradiseus,12.85,3.62,0.28
Polynemus paradiseus,14.34,4.01,0.28
Polynemus paradiseus,15.15,3.75,0.25
Polynemus paradiseus,15.9,3.84,0.24
Polynemus paradiseus,12.84,3.77,0.29
Polynemus paradiseus,11.44,3.96,0.35
Polynemus paradiseus,14.35,4.11,0.29
Polynemus paradiseus,11.88,3.67,0.31
Polynemus paradiseus,11.95,3.75,0.31
Polynemus paradiseus,11.93,3.55,0.3
Polynemus paradiseus,11.79,3.78,0.32
Polynemus paradiseus,10.16,3.92,0.39
Polynemus paradiseus,15.34,3.77,0.25
Polynemus paradiseus,11.98,3.62,0.3
Polynemus paradiseus,15.78,3.83,0.24
Polynemus paradiseus,13.63,3.95,0.29
Polynemus paradiseus,12.07,3.72,0.31
Polynemus paradiseus,14.68,3.85,0.26
Polynemus paradiseus,12.32,3.61,0.29
Polynemus paradiseus,12.94,3.64,0.28
Polynemus paradiseus,12.9,3.73,0.29
Puntius lateristriga,13.62,3.15,0.23
Puntius lateristriga,14.21,3.17,0.22
Puntius lateristriga,14.85,3.1,0.21
Puntius lateristriga,16.48,3.14,0.19
Puntius lateristriga,15.92,3.24,0.2
Puntius lateristriga,12.05,3.08,0.26
Puntius lateristriga,12.94,3.12,0.24
Puntius lateristriga,15.69,3.21,0.2
Puntius lateristriga,18.36,3.21,0.17
Puntius lateristriga,17.99,3.2,0.18
Puntius lateristriga,17.61,3.26,0.19
Puntius lateristriga,19.71,3.25,0.17
Puntius lateristriga,14.41,3.15,0.22
Puntius lateristriga,17.71,3.2,0.18
Puntius lateristriga,11.07,3.11,0.28
Puntius lateristriga,11.15,3.13,0.28
Puntius lateristriga,15.15,3.12,0.21
Puntius lateristriga,15.49,3.21,0.21
Puntius lateristriga,13.35,3.14,0.23
Puntius lateristriga,15.8,3.16,0.2
Puntius lateristriga,15.06,3.15,0.21
Puntius lateristriga,16.82,3.22,0.19
Puntius lateristriga,13.05,3.05,0.23
Puntius lateristriga,13.44,3.15,0.23
Puntius lateristriga,15.45,3.24,0.21
Puntius lateristriga,17.98,3.25,0.18
Puntius lateristriga,16.88,3.14,0.19
Puntius lateristriga,16.9,3.18,0.19
Puntius lateristriga,14.19,3.13,0.22
Puntius lateristriga,16.72,3.19,0.19
Puntius lateristriga,11.0,3.11,0.28
Puntius lateristriga,12.87,3.08,0.24
Puntius lateristriga,14.15,3.17,0.22
Puntius lateristriga,17.61,3.22,0.18
Puntius lateristriga,12.22,3.17,0.26
Puntius lateristriga,14.59,3.16,0.22
Puntius lateristriga,14.67,3.12,0.21
Puntius lateristriga,16.02,3.17,0.2
Puntius lateristriga,17.62,3.17,0.18
Puntius lateristriga,16.42,3.25,0.2
Puntius lateristriga,14.56,3.21,0.22
Puntius lateristriga,13.09,3.09,0.24
Puntius lateristriga,15.52,3.23,0.21
Puntius lateristriga,18.41,3.27,0.18
Puntius lateristriga,15.53,3.16,0.2
Puntius lateristriga,10.82,3.15,0.29
Puntius lateristriga,16.96,3.18,0.19
Puntius lateristriga,9.66,3.09,0.32
Puntius lateristriga,16.28,3.26,0.2
Puntius lateristriga,14.14,3.17,0.22
Puntius lateristriga,14.2,3.19,0.22
Puntius lateristriga,15.19,3.2,0.21
Puntius lateristriga,11.88,3.11,0.26
Puntius lateristriga,19.27,3.29,0.17
Puntius lateristriga,17.94,3.15,0.18
Puntius lateristriga,13.68,3.13,0.23
Puntius lateristriga,13.18,3.13,0.24
Puntius lateristriga,11.75,3.11,0.26
Puntius lateristriga,16.42,3.22,0.2
Puntius lateristriga,17.37,3.18,0.18
Puntius lateristriga,10.93,3.1,0.28
Puntius lateristriga,14.75,3.13,0.21
Puntius lateristriga,18.08,3.25,0.18
Puntius lateristriga,12.88,3.07,0.24
Puntius lateristriga,18.06,3.19,0.18
Puntius lateristriga,11.48,3.16,0.27
Puntius lateristriga,14.55,3.15,0.22
Puntius lateristriga,15.56,3.19,0.21
Puntius lateristriga,12.01,3.11,0.26
Puntius lateristriga,19.0,3.26,0.17
Puntius lateristriga,16.37,3.18,0.19
Puntius lateristriga,13.08,3.14,0.24
Puntius lateristriga,12.82,3.12,0.24
Puntius lateristriga,18.61,3.3,0.18
Puntius lateristriga,13.07,3.09,0.24
Puntius lateristriga,18.83,3.27,0.17
Puntius lateristriga,19.94,3.19,0.16
Puntius lateristriga,12.8,3.1,0.24
Puntius lateristriga,13.69,3.15,0.23
Puntius lateristriga,14.83,3.11,0.21
Puntius lateristriga,14.58,3.14,0.22
Puntius lateristriga,17.56,3.24,0.18
Puntius lateristriga,13.53,3.14,0.23
Puntius lateristriga,17.15,3.21,0.19
Puntius lateristriga,15.26,3.2,0.21
Puntius lateristriga,17.77,3.21,0.18
Puntius lateristriga,13.18,3.17,0.24
Puntius lateristriga,14.12,3.04,0.22
Puntius lateristriga,12.51,3.17,0.25
Puntius lateristriga,10.93,3.08,0.28
Puntius lateristriga,17.54,3.13,0.18
Puntius lateristriga,17.79,3.21,0.18
Puntius lateristriga,15.32,3.16,0.21
Puntius lateristriga,16.02,3.12,0.19
Puntius lateristriga,18.0,3.19,0.18
Puntius lateristriga,14.24,3.13,0.22
Puntius lateristriga,15.33,3.11,0.2
Puntius lateristriga,13.12,3.18,0.24
Puntius lateristriga,13.39,3.08,0.23
Puntius lateristriga,12.1,3.12,0.26
Puntius lateristriga,16.11,3.15,0.2
Puntius lateristriga,15.69,3.2,0.2
Puntius lateristriga,11.24,3.1,0.28
Puntius lateristriga,12.48,3.15,0.25
Puntius lateristriga,14.83,3.16,0.21
Puntius lateristriga,13.77,3.18,0.23
Puntius lateristriga,15.23,3.17,0.21
Puntius lateristriga,18.54,3.23,0.17
Puntius lateristriga,16.39,3.24,0.2
Puntius lateristriga,9.87,3.1,0.31
Puntius lateristriga,13.57,3.17,0.23
Puntius lateristriga,10.26,3.05,0.3
Puntius lateristriga,16.13,3.18,0.2
Puntius lateristriga,10.9,3.16,0.29
Puntius lateristriga,14.21,3.18,0.22
Puntius lateristriga,12.0,3.04,0.25
Puntius lateristriga,12.94,3.12,0.24
Puntius lateristriga,16.74,3.14,0.19
Puntius lateristriga,10.74,3.07,0.29
Puntius lateristriga,12.7,3.04,0.24
Puntius lateristriga,16.18,3.16,0.2
Puntius lateristriga,15.07,3.14,0.21
Puntius lateristriga,11.13,3.13,0.28
Puntius lateristriga,17.72,3.22,0.18
Puntius lateristriga,15.96,3.13,0.2
Puntius lateristriga,12.22,3.14,0.26
Puntius lateristriga,16.08,3.18,0.2
Puntius lateristriga,17.27,3.18,0.18
Puntius lateristriga,15.79,3.15,0.2
Puntius lateristriga,10.86,3.11,0.29
Puntius lateristriga,13.47,3.1,0.23
Puntius lateristriga,14.05,3.07,0.22
Puntius lateristriga,17.15,3.17,0.18
Puntius lateristriga,13.74,3.1,0.23
Puntius lateristriga,13.37,3.15,0.24
Puntius lateristriga,13.81,3.09,0.22
Puntius lateristriga,13.04,3.15,0.24
Puntius lateristriga,12.51,3.11,0.25
Puntius lateristriga,18.46,3.14,0.17
Puntius lateristriga,18.64,3.22,0.17
Puntius lateristriga,17.49,3.18,0.18
Puntius lateristriga,11.3,3.04,0.27
Puntius lateristriga,14.13,3.15,0.22
Puntius lateristriga,14.79,3.07,0.21
Puntius lateristriga,13.01,3.08,0.24
Puntius lateristriga,12.67,3.17,0.25
Puntius lateristriga,12.59,3.08,0.24
Puntius lateristriga,14.45,3.14,0.22
Puntius lateristriga,14.36,3.06,0.21
Puntius lateristriga,15.27,3.23,0.21
Puntius lateristriga,12.73,3.19,0.25
Puntius lateristriga,17.38,3.19,0.18
Puntius lateristriga,14.28,3.11,0.22
Puntius lateristriga,18.0,3.22,0.18
Puntius lateristriga,13.32,3.05,0.23
Puntius lateristriga,10.89,3.09,0.28
Puntius lateristriga,15.8,3.17,0.2
Puntius lateristriga,12.45,3.1,0.25
Puntius lateristriga,12.5,3.08,0.25
Puntius lateristriga,12.39,3.13,0.25
Puntius lateristriga,10.83,3.11,0.29
Puntius lateristriga,13.07,3.13,0.24
Puntius lateristriga,19.23,3.24,0.17
Puntius lateristriga,12.08,3.14,0.26
Puntius lateristriga,13.98,3.14,0.22
Puntius lateristriga,11.63,3.14,0.27
Puntius lateristriga,12.43,3.15,0.25
Puntius lateristriga,12.72,3.15,0.25
Puntius lateristriga,12.39,3.17,0.26
Puntius lateristriga,17.76,3.19,0.18
Puntius lateristriga,14.16,3.24,0.23
Puntius lateristriga,13.5,3.16,0.23
Puntius lateristriga,15.07,3.15,0.21
Puntius lateristriga,14.97,3.12,0.21
Puntius lateristriga,17.18,3.19,0.19
Puntius lateristriga,17.97,3.17,0.18
Puntius lateristriga,14.06,3.1,0.22
Puntius lateristriga,17.21,3.16,0.18
Puntius lateristriga,13.58,3.13,0.23
Puntius lateristriga,14.42,3.17,0.22
Puntius lateristriga,16.29,3.22,0.2
Puntius lateristriga,19.1,3.18,0.17
Puntius lateristriga,15.63,3.22,0.21
Puntius lateristriga,14.54,3.12,0.21
Puntius lateristriga,10.53,3.15,0.3
Puntius lateristriga,13.47,3.12,0.23
Puntius lateristriga,11.53,3.11,0.27
Puntius lateristriga,15.71,3.22,0.2
Puntius lateristriga,14.38,3.16,0.22
Puntius lateristriga,14.66,3.23,0.22
Puntius lateristriga,14.32,3.21,0.22
Puntius lateristriga,17.57,3.28,0.19
Puntius lateristriga,15.95,3.17,0.2
Puntius lateristriga,15.94,3.21,0.2
Puntius lateristriga,15.16,3.13,0.21
Puntius lateristriga,16.25,3.11,0.19
Puntius lateristriga,16.82,3.2,0.19
Puntius lateristriga,12.2,3.11,0.26
Puntius lateristriga,14.5,3.15,0.22
Puntius lateristriga,17.34,3.18,0.18
Puntius lateristriga,13.81,3.18,0.23
Puntius lateristriga,19.22,3.26,0.17
Puntius lateristriga,13.1,3.21,0.24
Puntius lateristriga,12.18,3.14,0.26
Puntius lateristriga,14.65,3.22,0.22
Puntius lateristriga,12.79,3.12,0.24
Puntius lateristriga,12.32,3.1,0.25
Puntius lateristriga,12.92,3.15,0.24
Puntius lateristriga,11.77,3.03,0.26
Puntius lateristriga,11.17,3.06,0.27
Puntius lateristriga,15.36,3.21,0.21
Puntius lateristriga,11.5,3.08,0.27
Puntius lateristriga,15.42,3.12,0.2
Puntius lateristriga,14.26,3.11,0.22
Puntius lateristriga,15.98,3.13,0.2
Puntius lateristriga,12.9,3.13,0.24
Puntius lateristriga,14.35,3.14,0.22
Puntius lateristriga,19.78,3.2,0.16
Puntius lateristriga,15.61,3.16,0.2
Puntius lateristriga,16.15,3.15,0.19
Puntius lateristriga,17.61,3.16,0.18
Puntius lateristriga,15.32,3.11,0.2
Puntius lateristriga,11.76,3.12,0.27
Puntius lateristriga,14.68,3.17,0.22
Puntius lateristriga,17.7,3.19,0.18
Puntius lateristriga,12.39,3.08,0.25
Puntius lateristriga,12.3,3.12,0.25
Puntius lateristriga,18.07,3.25,0.18
Puntius lateristriga,16.79,3.22,0.19
Puntius lateristriga,16.39,3.13,0.19
Puntius lateristriga,13.92,3.07,0.22
Puntius lateristriga,12.45,3.14,0.25
Puntius lateristriga,11.57,3.11,0.27
Puntius lateristriga,15.47,3.23,0.21
Puntius lateristriga,13.8,3.12,0.23
Puntius lateristriga,14.62,3.15,0.22
Puntius lateristriga,14.72,3.17,0.22
Puntius lateristriga,13.74,3.09,0.23
Puntius lateristriga,14.43,3.25,0.22
Puntius lateristriga,18.15,3.12,0.17
Puntius lateristriga,13.09,3.18,0.24
Puntius lateristriga,18.24,3.25,0.18
Puntius lateristriga,11.73,3.06,0.26
Puntius lateristriga,17.05,3.14,0.18
Puntius lateristriga,11.66,3.09,0.27
Puntius lateristriga,13.25,3.16,0.24
Puntius lateristriga,14.45,3.19,0.22
Puntius lateristriga,14.02,3.18,0.23
Puntius lateristriga,12.85,3.11,0.24
Puntius lateristriga,18.61,3.18,0.17
Puntius lateristriga,18.11,3.22,0.18
Puntius lateristriga,13.71,3.19,0.23
Puntius lateristriga,11.74,3.1,0.26
Puntius lateristriga,14.54,3.06,0.21
Puntius lateristriga,16.89,3.17,0.19
Puntius lateristriga,14.48,3.06,0.21
Puntius lateristriga,14.24,3.14,0.22
Puntius lateristriga,16.32,3.05,0.19
Puntius lateristriga,17.9,3.16,0.18
Puntius lateristriga,15.24,3.17,0.21
Puntius lateristriga,13.87,3.18,0.23
Puntius lateristriga,16.36,3.1,0.19
Puntius lateristriga,14.88,3.15,0.21
Puntius lateristriga,13.59,3.11,0.23
Puntius lateristriga,10.05,3.07,0.31
Puntius lateristriga,11.2,3.06,0.27
Puntius lateristriga,11.7,3.13,0.27
Puntius lateristriga,14.5,3.23,0.22
Puntius lateristriga,17.84,3.15,0.18
Puntius lateristriga,17.37,3.13,0.18
Puntius lateristriga,14.21,3.12,0.22
Puntius lateristriga,15.26,3.15,0.21
Puntius lateristriga,16.01,3.16,0.2
Puntius lateristriga,16.87,3.16,0.19
Puntius lateristriga,12.99,3.14,0.24
Puntius lateristriga,12.22,3.06,0.25
Puntius lateristriga,12.61,3.11,0.25
Puntius lateristriga,18.72,3.23,0.17
Puntius lateristriga,11.8,3.13,0.27
Puntius lateristriga,15.18,3.22,0.21
Puntius lateristriga,14.72,3.15,0.21
Puntius lateristriga,12.79,3.17,0.25
Puntius lateristriga,16.17,3.18,0.2
Puntius lateristriga,15.28,3.12,0.2
Puntius lateristriga,17.91,3.23,0.18
Puntius lateristriga,16.1,3.05,0.19
Puntius lateristriga,11.36,3.08,0.27
Puntius lateristriga,18.15,3.19,0.18
Puntius lateristriga,17.09,3.16,0.18
Puntius lateristriga,19.28,3.19,0.17
Puntius lateristriga,15.06,3.19,0.21
Puntius lateristriga,13.67,3.16,0.23
Puntius lateristriga,12.47,3.14,0.25
Puntius lateristriga,12.26,3.11,0.25
Puntius lateristriga,11.69,3.09,0.26
Puntius lateristriga,17.9,3.2,0.18
Puntius lateristriga,10.18,3.06,0.3
Puntius lateristriga,10.69,3.12,0.29
Puntius lateristriga,13.25,3.15,0.24
Puntius lateristriga,14.55,3.16,0.22
Puntius lateristriga,11.64,3.11,0.27
Puntius lateristriga,13.75,3.08,0.22
Puntius lateristriga,16.11,3.15,0.2
Puntius lateristriga,16.24,3.17,0.19
Puntius lateristriga,14.43,3.1,0.21
Puntius lateristriga,17.61,3.15,0.18
Puntius lateristriga,18.2,3.21,0.18
Puntius lateristriga,17.25,3.23,0.19
Puntius lateristriga,11.69,3.01,0.26
Puntius lateristriga,13.33,3.11,0.23
Puntius lateristriga,13.21,3.17,0.24
Puntius lateristriga,14.71,3.2,0.22
Puntius lateristriga,18.79,3.18,0.17
Puntius lateristriga,14.12,3.13,0.22
Puntius lateristriga,15.31,3.16,0.21
Puntius lateristriga,13.57,3.13,0.23
Puntius lateristriga,16.3,3.17,0.19
Puntius lateristriga,12.45,3.15,0.25
Puntius lateristriga,13.83,3.15,0.23
Puntius lateristriga,17.29,3.18,0.18
Puntius lateristriga,18.45,3.17,0.17
Puntius lateristriga,12.03,3.13,0.26
Puntius lateristriga,12.52,3.13,0.25
Puntius lateristriga,15.18,3.15,0.21
Puntius lateristriga,12.59,3.13,0.25
Puntius lateristriga,18.97,3.22,0.17
Puntius lateristriga,18.47,3.25,0.18
Puntius lateristriga,18.75,3.19,0.17
Puntius lateristriga,17.12,3.24,0.19
Puntius lateristriga,14.45,3.12,0.22
Puntius lateristriga,15.85,3.17,0.2
Puntius lateristriga,13.6,3.19,0.23
Puntius lateristriga,14.76,3.1,0.21
Puntius lateristriga,16.69,3.17,0.19
Puntius lateristriga,11.78,3.11,0.26
Puntius lateristriga,19.17,3.28,0.17
Puntius lateristriga,14.17,3.14,0.22
Puntius lateristriga,18.69,3.2,0.17
Puntius lateristriga,11.22,3.07,0.27
Puntius lateristriga,12.69,3.13,0.25
Puntius lateristriga,12.03,3.1,0.26
Puntius lateristriga,12.0,3.06,0.25
Puntius lateristriga,10.96,3.09,0.28
Puntius lateristriga,10.62,3.05,0.29
Puntius lateristriga,12.47,3.14,0.25
Puntius lateristriga,18.86,3.22,0.17
Puntius lateristriga,13.04,3.07,0.24
Puntius lateristriga,17.56,3.14,0.18
Puntius lateristriga,16.92,3.17,0.19
Puntius lateristriga,15.76,3.2,0.2
Puntius lateristriga,18.41,3.28,0.18
Puntius lateristriga,10.03,3.08,0.31
Puntius lateristriga,14.6,3.23,0.22
Puntius lateristriga,13.72,3.13,0.23
Puntius lateristriga,16.12,3.19,0.2
Puntius lateristriga,18.9,3.17,0.17
Puntius lateristriga,14.15,3.14,0.22
Puntius lateristriga,13.46,3.14,0.23
Puntius lateristriga,14.22,3.2,0.23
Puntius lateristriga,11.79,3.13,0.27
Puntius lateristriga,15.01,3.12,0.21
Puntius lateristriga,17.73,3.17,0.18
Puntius lateristriga,13.49,3.07,0.23
Puntius lateristriga,15.24,3.14,0.21
Puntius lateristriga,11.72,3.05,0.26
Puntius lateristriga,14.82,3.16,0.21
Puntius lateristriga,11.7,3.12,0.27
Puntius lateristriga,11.67,3.11,0.27
Puntius lateristriga,14.49,3.18,0.22
Puntius lateristriga,10.05,3.03,0.3
Puntius lateristriga,13.49,3.12,0.23
Puntius lateristriga,14.63,3.23,0.22
Puntius lateristriga,13.45,3.24,0.24
Puntius lateristriga,14.05,3.14,0.22
Puntius lateristriga,11.94,3.14,0.26
Puntius lateristriga,11.01,3.08,0.28
Puntius lateristriga,15.58,3.29,0.21
Puntius lateristriga,16.12,3.16,0.2
Puntius lateristriga,13.42,3.17,0.24
Puntius lateristriga,13.41,3.16,0.24
Puntius lateristriga,14.8,3.1,0.21
Puntius lateristriga,13.53,3.19,0.24
Puntius lateristriga,12.7,3.1,0.24
Puntius lateristriga,15.92,3.18,0.2
Puntius lateristriga,13.55,3.15,0.23
Puntius lateristriga,19.78,3.25,0.16
Puntius lateristriga,16.6,3.2,0.19
Puntius lateristriga,17.27,3.17,0.18
Puntius lateristriga,12.12,3.11,0.26
Puntius lateristriga,17.84,3.15,0.18
Puntius lateristriga,19.92,3.28,0.16
Puntius lateristriga,15.37,3.2,0.21
Puntius lateristriga,17.33,3.13,0.18
Puntius lateristriga,14.97,3.2,0.21
Puntius lateristriga,17.33,3.12,0.18
Puntius lateristriga,13.62,3.16,0.23
Puntius lateristriga,12.94,3.14,0.24
Puntius lateristriga,14.03,3.18,0.23
Puntius lateristriga,11.76,3.06,0.26
Puntius lateristriga,14.47,3.13,0.22
Puntius lateristriga,16.68,3.18,0.19
Puntius lateristriga,12.81,3.09,0.24
Puntius lateristriga,16.28,3.19,0.2
Puntius lateristriga,12.33,3.15,0.26
Puntius lateristriga,15.9,3.16,0.2
Puntius lateristriga,14.21,3.15,0.22
Puntius lateristriga,17.12,3.3,0.19
Puntius lateristriga,13.5,3.2,0.24
Puntius lateristriga,19.04,3.2,0.17
Puntius lateristriga,15.14,3.12,0.21
Puntius lateristriga,19.96,3.3,0.17
Puntius lateristriga,15.4,3.18,0.21
Puntius lateristriga,14.35,3.14,0.22
Puntius lateristriga,13.11,3.15,0.24
Puntius lateristriga,16.42,3.17,0.19
Puntius lateristriga,19.04,3.22,0.17
Puntius lateristriga,14.23,3.16,0.22
Puntius lateristriga,14.59,3.18,0.22
Setipinna taty,18.26,2.93,0.16
Setipinna taty,16.44,2.77,0.17
Setipinna taty,18.98,2.63,0.14
Setipinna taty,17.87,2.75,0.15
Setipinna taty,16.13,2.52,0.16
Setipinna taty,17.95,2.71,0.15
Setipinna taty,18.65,2.63,0.14
Setipinna taty,17.75,2.86,0.16
Setipinna taty,18.23,2.57,0.14
Setipinna taty,16.07,2.59,0.16
Setipinna taty,18.46,2.62,0.14
Setipinna taty,18.47,2.69,0.15
Setipinna taty,18.1,2.66,0.15
Setipinna taty,18.01,2.84,0.16
Setipinna taty,19.25,2.84,0.15
Setipinna taty,17.13,2.78,0.16
Setipinna taty,17.28,2.68,0.15
Setipinna taty,18.41,2.68,0.15
Setipinna taty,18.9,2.72,0.14
Setipinna taty,17.73,2.6,0.15
Setipinna taty,17.77,2.5,0.14
Setipinna taty,17.21,2.71,0.16
Setipinna taty,17.15,2.61,0.15
Setipinna taty,18.73,2.8,0.15
Setipinna taty,18.06,2.58,0.14
Setipinna taty,17.38,2.39,0.14
Setipinna taty,16.75,2.48,0.15
Setipinna taty,17.8,2.81,0.16
Setipinna taty,16.54,2.58,0.16
Setipinna taty,17.78,2.39,0.13
Setipinna taty,18.12,2.65,0.15
Setipinna taty,18.31,2.62,0.14
Setipinna taty,17.65,2.65,0.15
Setipinna taty,18.65,2.69,0.14
Setipinna taty,17.76,2.72,0.15
Setipinna taty,16.9,2.6,0.15
Setipinna taty,19.04,2.75,0.14
Setipinna taty,17.43,2.52,0.14
Setipinna taty,18.23,2.78,0.15
Setipinna taty,17.79,2.62,0.15
Setipinna taty,17.85,2.58,0.14
Setipinna taty,18.36,2.71,0.15
Setipinna taty,17.08,2.54,0.15
Setipinna taty,18.34,2.5,0.14
Setipinna taty,18.63,2.61,0.14
Setipinna taty,17.09,2.62,0.15
Setipinna taty,19.18,2.53,0.13
Setipinna taty,17.34,2.71,0.16
Setipinna taty,18.17,2.59,0.14
Setipinna taty,18.06,2.57,0.14
Setipinna taty,17.49,2.72,0.16
Setipinna taty,16.39,2.73,0.17
Setipinna taty,17.44,2.82,0.16
Setipinna taty,18.84,2.69,0.14
Setipinna taty,16.24,2.59,0.16
Setipinna taty,17.13,2.44,0.14
